Krankenhaus,Adresse,n_Betten,url,address,lat,lng
Wedau Kliniken,"Zu den Rehwiesen 9-11, 47055 Duisburg",565.0,https://www.sana-duisburg.de/home.html,"Zu den Rehwiesen 9-11, 47055 Duisburg",51.3966252,6.7838815
Bertha Krankenhaus,"Maiblumen Str. 5, 47229 Duisburg",81.0,https://www.sana-duisburg.de/home.html,"Maiblumen Str. 5, 47229 Duisburg",51.3967201,6.7008012
BG Klinikum Duisburg gGmbH,"Großenbaumer Allee 250, 47249 Duisburg",343.0,http://www.bg-klinikum-duisburg.de,"Großenbaumer Allee 250, 47249 Duisburg",51.3806963,6.7855639
Helios St. Johannes Klinik,"An der Abtei 7-11, 47166 Duisburg",645.0,https://www.helios-gesundheit.de/kliniken/duisburg/,"An der Abtei 7-11, 47166 Duisburg",51.4893341,6.7627166
Helios Marien Klinik,"Grunewaldstr. 96, 47053 Duisburg",389.0,https://www.helios-gesundheit.de/kliniken/duisburg/,"Grunewaldstr. 96, 47053 Duisburg",51.4134469,6.7556123
Fachklinik St. Camillus gGmbH,"Kirchstraße 12, 47178 Duisburg",52.0,http://www.camillus-duisburg.de,"Kirchstraße 12, 47178 Duisburg",51.53103,6.70803
Evangelisches Krankenhaus Duisburg Nord,"Fahrner Straße 133-135, 47169 Duisburg",351.0,http://www.evkln.de/,"Fahrner Straße 133-135, 47169 Duisburg",51.5150087,6.7653394
Johanniter Krankenhaus Oberhausen,"Steinbrinkstraße 96a, 46145 Oberhausen",361.0,http://www.evkln.de/,"Steinbrinkstraße 96a, 46145 Oberhausen",51.5091943,6.8543709
Herzzentrum Duisburg,"Gerrickstraße 21, 47137 Duisburg",270.0,http://www.evkln.de/,"Gerrickstraße 21, 47137 Duisburg",51.4624084,6.7754119
Evangelisches Krankenhaus Dinslaken,"Kreuzstraße 28, 46535 Dinslaken",292.0,http://www.evkln.de/,"Kreuzstraße 28, 46535 Dinslaken",51.5587,6.73109
BETHESDA Krankenhaus,"Heerstraße 219, 47053 Duisburg",413.0,http://www.bethesda-krankenhaus-duisburg.de/,"Heerstraße 219, 47053 Duisburg",51.416814,6.7602949
Universitätsklinikum Essen,"Hufelandstr. 55, 45147 Essen",1.975,http://www.uk-essen.de,"Hufelandstr. 55, 45147 Essen",51.4362649,6.9893794
St. Josef Krankenhaus Essen-Werden GmbH,"Propsteistr. 2, 45239 Essen",162.0,http://www.sankt-josef-werden.de,"Propsteistr. 2, 45239 Essen",51.3890403,7.0061123
Elisabeth-Krankenhaus Essen,"Klara-Kopp-Weg 1, 45138 Essen",510.0,https://www.contilia.de/,"Klara-Kopp-Weg 1, 45138 Essen",51.445479,7.0331761
"Elisabeth-Krankenhaus Essen, Geriatriezentrum Haus Berge","Germaniastr. 3, 45356 Essen",100.0,http://www.contilia.de,"Germaniastr. 3, 45356 Essen",51.4794897,6.975797
Alfried Krupp Krankenhaus Steele,"Hellweg 100, 45276 Essen",320.0,https://www.krupp-krankenhaus.de/essen-steele.html,"Hellweg 100, 45276 Essen",51.44984,7.09195
"KEM | Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Huyssens-Stiftung Essen-Huttrop","Henricistraße 92, 45136 Essen",509.0,http://www.kem-med.com,"Henricistraße 92, 45136 Essen",51.4418248,7.03011
"KEM | Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Krankenhaus Essen-Steele","Am Deimelsberg 34A, 45276 Essen",187.0,http://www.kem-med.com,"Am Deimelsberg 34A, 45276 Essen",51.4421177,7.0617791
"Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Krankenhaus Essen-Werden","Pattbergstr. 1-3, 45239 Essen",230.0,http://www.kem-med.com,"Pattbergstr. 1-3, 45239 Essen",51.38981,7.00608
Alfried Krupp Krankenhaus Rüttenscheid,"Alfried-Krupp-Straße  21, 45131 Essen",573.0,https://www.krupp-krankenhaus.de/startseite/alfried-krupp-krankenhaus/alfried-krupp-krankenhaus-ruettenscheid/,"Alfried-Krupp-Straße  21, 45131 Essen",51.4262613,7.0078635
LVR-Klinikum Essen,"Virchowstraße 174, 45147 Essen",320.0,https://klinikum-essen.lvr.de,"Virchowstraße 174, 45147 Essen",51.433738,6.9871585
Helios Klinikum Krefeld,"Lutherplatz 40, 47805 Krefeld",1.002,https://www.helios-gesundheit.de/kliniken/krefeld/,"Lutherplatz 40, 47805 Krefeld",51.3200572,6.5657822
Helios Cäcilien-Hospital Hüls,"Fette Henn 50, 47839 Krefeld-Hüls",170.0,http://www.helios-kliniken.de/klinik/huels.html,"Fette Henn 50, 47839 Krefeld-Hüls",51.37625,6.5146
Helios St. Josefshospital Uerdingen,"Kurfürstenstraße 69, 47829 Krefeld",262.0,https://helios-gesundheit.de/krefeld-uerdingen,"Kurfürstenstraße 69, 47829 Krefeld",51.3523749,6.6480158
Klinik Königshof,"Am Dreifaltigkeitskloster 16, 47807 Krefeld",133.0,http://www.klinik-koenigshof-krefeld.de,"Am Dreifaltigkeitskloster 16, 47807 Krefeld",51.3140305,6.5737205
Tagesklinik Klinik Königshof am Helios Krefeld,"Melanchthonstraße 36, 47805 Krefeld",12.0,http://www.klinik-koenigshof-krefeld.de,"Melanchthonstraße 36, 47805 Krefeld",51.3220673,6.5679794
[2017-10-02 11:07:06] Alexianer Krefeld GmbH - Krankenhaus Maria-Hilf,"Diessemer Bruch 81, 47805 Krefeld",554.0,http://www.alexianer-krefeld.de,"Diessemer Bruch 81, 47805 Krefeld",51.3253027,6.5868139
Städtische Kliniken Mönchengladbach GmbH,"Hubertusstraße 100, 41239 Mönchengladbach",547.0,http://www.sk-mg.de,"Hubertusstraße 100, 41239 Mönchengladbach",51.1579311,6.4190024
Kliniken Maria Hilf GmbH,"Viersener Straße 450, 41063 Mönchengladbach",754.0,http://www.mariahilf.de,"Viersener Straße 450, 41063 Mönchengladbach",51.2190805,6.4192426
Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach,"Ludwig-Weber-Str. 15, 41061 Mönchengladbach",350.0,http://www.johanniter-kliniken.de,"Ludwig-Weber-Str. 15, 41061 Mönchengladbach",51.1992943,6.4249807
LVR-Klinik Mönchengladbach,"Heinrich-Pesch-Str. 39-41, 41239 Mönchengladbach",226.0,http://www.klinik-moenchengladbach.lvr.de,"Heinrich-Pesch-Str. 39-41, 41239 Mönchengladbach",51.17038,6.43797
St. Marien-Hospital Mülheim an der Ruhr GmbH,"Kaiserstraße 50, 45468 Mülheim an der Ruhr",367.0,http://www.contilia.de/,"Kaiserstraße 50, 45468 Mülheim an der Ruhr",51.42612,6.88749
"St. Marien-Hospital Mülheim an der Ruhr GmbH, Tagesklinik für Psychiatrie und Ps","Muhrenkamp 9, 45468 Mülheim an der Ruhr",30.0,http://www.contilia.de,"Muhrenkamp 9, 45468 Mülheim an der Ruhr",51.425926,6.8851549
Evangelisches Krankenhaus Mülheim an der Ruhr GmbH,"Wertgasse 30, 45468 Mülheim an der Ruhr",602.0,http://www.evkmh.de/,"Wertgasse 30, 45468 Mülheim an der Ruhr",51.4245415,6.8827767
HELIOS St. Elisabeth Klinik Oberhausen,"Josefstraße 3, 46045 Oberhausen",199.0,http://www.helios-gesundheit.de/klinik/oberhausen.html,"Josefstraße 3, 46045 Oberhausen",51.4615461,6.8540757
St. Clemens Hospitale Sterkrade gGmbH,"Wilhelmstraße 34, 46145 Oberhausen",313.0,http://www.kk-ob.de/,"Wilhelmstraße 34, 46145 Oberhausen",51.5175486,6.8447734
St. Josef-Hospital,"Mülheimer Straße 83, 46045 Oberhausen",250.0,http://www.kk-ob.de/,"Mülheimer Straße 83, 46045 Oberhausen",51.4773152,6.8633291
St. Marien-Hospital,"Nürnberger Straße 10, 46117 Oberhausen",135.0,http://kk-ob.de,"Nürnberger Straße 10, 46117 Oberhausen",51.5022487,6.8889622
Evangelisches Krankenhaus Oberhausen GmbH,"Virchowstraße 20, 46047 Oberhausen",452.0,http://www.eko.de,"Virchowstraße 20, 46047 Oberhausen",51.4742352,6.8663508
Sana-Klinikum Remscheid GmbH,"Burger Straße 211, 42859 Remscheid",531.0,https://www.sana-klinikum-remscheid.de/,"Burger Straße 211, 42859 Remscheid",51.1614202,7.1881208
Evangelische Stiftung Tannenhof,"Remscheider Str. 76, 42899 Remscheid",336.0,http://www.stiftung-tannenhof.de,"Remscheider Str. 76, 42899 Remscheid",51.20471,7.2266335
Psychiatrische Fachklinik Langenberg,"Krankenhausstr. 17, 42555 Velbert",76.0,http://www.stiftung-tannenhof.de,"Krankenhausstr. 17, 42555 Velbert",51.35235,7.11242
Psychiatrische Klinik Wuppertal Sanderstr. 7,"Sanderstr. 161, 42283 Wuppertal",58.0,http://www.stiftung-tannenhof.de,"Sanderstr. 161, 42283 Wuppertal",51.2733879,7.1710664
Psychiatrische Tagesklinik Remscheid,"Konrad - Adenauer - Str. 2 - 4, 42853 Remscheid",1.0,http://www.stiftung-tannenhof.de,"Konrad - Adenauer - Str. 2 - 4, 42853 Remscheid",51.18147,7.18994
Gerontopsychiatrische Tagesklinik Wuppertal Hofaue 52,"Hofaue 52, 42103 Wuppertal",1.0,http://www.stiftung-tannenhof.de,"Hofaue 52, 42103 Wuppertal",51.2578314,7.1516989
"Psychiatrische Tagesklinik Wuppertal - Elberfeld, Hofkamp 31 - 35","Hofkamp 31 - 35, 42103 Wuppertal",1.0,http://www.stiftung-tannenhof.de,"Hofkamp 31 - 35, 42103 Wuppertal",51.2591545,7.1506178
"Psychiatrische Tagesklinik Wuppertal - Barmen, Märkische Str. 8","Märkische Str. 8, 42281 Wuppertal",1.0,http://www.stiftung-tannenhof.de,"Märkische Str. 8, 42281 Wuppertal",51.2835236,7.2091799
Psychiatrische Tagesklinik Wuppertal Hofaue 52/Wesendonkstr.7,"Wesendonkstr. 7, 42103 Wuppertal",1.0,http://www.stiftung-tannenhof.de,"Wesendonkstr. 7, 42103 Wuppertal",51.2578861,7.1516289
Städtisches Klinikum Solingen gemeinnützige GmbH,"Gotenstraße 1, 42653 Solingen",658.0,https://www.klinikumsolingen.de,"Gotenstraße 1, 42653 Solingen",51.1850078,7.0698073
St. Lukas Klinik,"Schwanenstraße 132, 42697 Solingen",300.0,http://www.kplusgruppe.de,"Schwanenstraße 132, 42697 Solingen",51.1545081,6.9846172
Krankenhaus Bethanien gGmbH,"Aufderhöher Straße 169-175, 42699 42699",120.0,http://www.klinik-bethanien.de,"Aufderhöher Straße 169-175, 42699 42699",51.1379742,7.0112831
HELIOS Universitätsklinikum Wuppertal GmbH,"Heusnerstr. 40, 42283 Wuppertal",923.0,http://www.helios-gesundheit.de/klinik/wuppertal.html,"Heusnerstr. 40, 42283 Wuppertal",51.2732656,7.172603
"HELIOS Klinikum Wuppertal GmbH Herzzentrum, Standort Elberfeld","Arrenberger Strasse 20, 42117 Wuppertal",150.0,http://www.helios-gesundheit.de/klinik/wuppertal.html,"Arrenberger Strasse 20, 42117 Wuppertal",51.2507302,7.1345378
Helios Universitätsklinikum Wuppertal -Schmerzklinik Bergisch Land,"Im Saalscheid 5, 42369 Wuppertal",5.0,http://www.helios-gesundheit.de/klinik/wuppertal.html,"Im Saalscheid 5, 42369 Wuppertal",51.22481,7.17346
Petrus-Krankenhaus,"Carnaper Straße 48, 42283 Wuppertal",311.0,http://www.petrus-krankenhaus-wuppertal.de/start/,"Carnaper Straße 48, 42283 Wuppertal",51.2762413,7.1915423
Krankenhaus St. Josef,"Bergstraße 6-12, 42105 Wuppertal",176.0,http://www.krankenhaus-st-josef-wuppertal.de/,"Bergstraße 6-12, 42105 Wuppertal",51.2589749,7.1425718
St. Anna-Klinik,"Vogelsangstraße 106, 42109 Wuppertal",35.0,http://www.st-anna-klinik-wuppertal.de/start/,"Vogelsangstraße 106, 42109 Wuppertal",51.2745968,7.1426177
AGAPLESION BETHESDA KRANKENHAUS WUPPERTAL gemeinnützige GmbH,"Hainstrasse 35, 42109 Wuppertal",363.0,http://www.bethesda-wuppertal.de/,"Hainstrasse 35, 42109 Wuppertal",51.2684835,7.1303919
LVR-Klinik Bedburg-Hau,"Bahnstr. 6, 47551 Bedburg-Hau",371.0,http://www.klinik-bedburg-hau.lvr.de,"Bahnstr. 6, 47551 Bedburg-Hau",51.76139,6.17653
St. Willibrord-Spital Emmerich-Rees gGmbH,"Willibrordstraße 9, 46446 Emmerich am Rhein",271.0,http://www.prohomine.de,"Willibrordstraße 9, 46446 Emmerich am Rhein",51.8329873,6.2401291
St.-Clemens-Hospital Geldern,"Clemensstraße 6, 47608 Geldern",312.0,http://www.clemens-hospital.de,"Clemensstraße 6, 47608 Geldern",51.5284612,6.327456
Katholisches Karl-Leisner Klinikum Standort Wilhelm Anton Hospital,"Voßheider Str. 214, 47574 Goch",173.0,http://www.kkle.de,"Voßheider Str. 214, 47574 Goch",51.677187,6.181093
St. Nikolaus-Hospital,"Grabenstr. 86-88, 47546 Kalkar",70.0,http://www.kkle.de,"Grabenstr. 86-88, 47546 Kalkar",51.7400606,6.2932061
Katholisches Karl-Leisner Klinikum gGmbH Standort Marienhospital Kevelaer,"Basilikastraße 55, 47623 Kevelaer",210.0,http://www.kkle.de,"Basilikastraße 55, 47623 Kevelaer",51.5841284,6.249854
Katholisches-Karl-Leisner-Klinikum gGmbH Standort St.-Antonius-Hospital,"Albersallee 5-7, 47533 Kleve",342.0,http://www.kkle.de,"Albersallee 5-7, 47533 Kleve",51.7736213,6.1369685
St. Josefs Krankenhaus Hilden,"Walder Straße 34-38, 40724 Hilden",183.0,http://www.kplusgruppe.de,"Walder Straße 34-38, 40724 Hilden",51.168784,6.9434921
St. Martinus Krankenhaus,"Klosterstrasse 32, 40764 Langenfeld",181.0,http://www.stmartinus-langenfeld.de,"Klosterstrasse 32, 40764 Langenfeld",51.1302517,6.9417078
LVR-Klinik Langenfeld,"Kölner Str. 82, 40764 Langenfeld",463.0,http://www.klinik-langenfeld.lvr.de,"Kölner Str. 82, 40764 Langenfeld",51.09295,6.9583915
Evangelisches Krankenhaus Mettmann GmbH,"Gartenstr. 4-8, 40822 Mettmann",245.0,http://www.evk-mettmann.de,"Gartenstr. 4-8, 40822 Mettmann",51.2513281,6.9705174
Sankt Marien Krankenhaus,"Werdener Straße 3, 40878 Ratingen",191.0,http://www.sankt-marien-ratingen.de/sankt-marien-krankenhaus-ratingen/,"Werdener Straße 3, 40878 Ratingen",51.3001401,6.8521857
Fachklinik 360&amp;deg;,"Rosenstraße 2, 40882 Ratingen",120.0,http://www.fachklinik360grad.de/,"Rosenstraße 2, 40882 Ratingen",51.3002024,6.8589669
Fliedner Krankenhaus,"Thunesweg 58, 40885 Ratingen",160.0,https://www.fliedner.de/de/seelische_gesundheit/fliedner_krankenhaus_ratingen/fliedner_krankenhaus_ratingen.php,"Thunesweg 58, 40885 Ratingen",51.33291,6.81789
Kreiskrankenhaus Grevenbroich St. Elisabeth (ab Aug. 2019: Rheinland Klinikum Grevenbroich Elisabethkrankenhaus),"Von-Werth-Straße 5, 41515 Grevenbroich",308.0,https://rheinlandklinikum.de/,"Von-Werth-Straße 5, 41515 Grevenbroich",51.090878,6.5937697
Johanna-Etienne-Krankenhaus,"Am Hasenberg 46, 41462 Neuss",415.0,http://www.johanna-etienne-krankenhaus.de,"Am Hasenberg 46, 41462 Neuss",51.2135644,6.6595308
Alexius/Josef Krankenhaus,"Nordkanalallee 99, 41464 Neuss",333.0,http://www.psychiatrie-neuss.de,"Nordkanalallee 99, 41464 Neuss",51.1911746,6.7008666
Alexius/Josef Krankenhaus/ Tagesklinik St. Anna,"Am Hasenberg 46, 41462 Neuss",12.0,http://www.psychiatrie-neuss.de,"Am Hasenberg 46, 41462 Neuss",51.2135644,6.6595308
Alexius/Josef Krankenhaus / Tagesklinik St. Augustinus,"Montanusstraße 54, 41515 Grevenbroich",12.0,http://www.psychiatrie-neuss.de,"Montanusstraße 54, 41515 Grevenbroich",51.0901329,6.5961169
Alexius/Josef Krankenhaus - Tagesklinik Benedikt,"Steinhausstraße 40, 41462 Neuss",15.0,http://www.psychiatrie-neuss.de,"Steinhausstraße 40, 41462 Neuss",51.2055279,6.6687066
Alexius/Josef Krankenhaus -Tagesklinik St. Bernhard,"Berghäuschensweg 4, 41464 Neuss",20.0,http://www.psychiatrie-neuss.de,"Berghäuschensweg 4, 41464 Neuss",51.1869,6.70641
Alexius/Josef Krankenhaus - Tagesklinik Luzia,"Elsa-Brändström-Str. 17, 41540 Dormagen",12.0,https://www.psychiatrie-neuss.de,"Elsa-Brändström-Str. 17, 41540 Dormagen",51.0712,6.80948
Alexius/Josef Krankenhaus - Tagesklinik St. Fabiola,"Hindenburgstraße 56, 41352 Korschenbroich",15.0,http://www.psychiatrie-neuss.de,"Hindenburgstraße 56, 41352 Korschenbroich",51.1942794,6.5134597
Hospital zum Heiligen Geist Kempen GmbH &amp; Co. KG,"von-Broichhausen-Allee 1, 47906 Kempen",279.0,http://www.krankenhaus-kempen.de,"von-Broichhausen-Allee 1, 47906 Kempen",51.3629552,6.4117769
Städtisches Krankenhaus Nettetal GmbH,"Sassenfelder Kirchweg 1, 41334 Nettetal",175.0,http://krankenhaus-nettetal.de,"Sassenfelder Kirchweg 1, 41334 Nettetal",51.30893,6.27031
Alexianer Tönisvorst GmbH - Krankenhaus Maria-Hilf,"Hospitalstraße 2, 47918 Tönisvorst",62.0,http://www.alexianer-toenisvorst.de,"Hospitalstraße 2, 47918 Tönisvorst",51.322951,6.489103
LVR-Klinik für Orthopädie Viersen,"Horionstraße 2, 41749 Viersen",78.0,http://www.orthopaedie-viersen.lvr.de,"Horionstraße 2, 41749 Viersen",51.2908998,6.3511857
St. Irmgardis-Krankenhaus Viersen-Süchteln GmbH,"Tönisvorster Str. 26, 41749 Viersen-Süchteln",160.0,http://www.st-irmgardis.de/de/startseite.html,"Tönisvorster Str. 26, 41749 Viersen-Süchteln",51.2860273,6.3744688
Allgemeines Krankenhaus Viersen GmbH,"Hoserkirchweg 63, 41747 Viersen",315.0,http://www.akh-viersen.de,"Hoserkirchweg 63, 41747 Viersen",51.2516138,6.3831512
LVR-Klinik Viersen,"Johannisstraße 70, 41749 Viersen",446.0,http://www.klinik-viersen.lvr.de,"Johannisstraße 70, 41749 Viersen",51.288964,6.3592092
St. Vinzenz-Hospital,"Dr.-Otto-Seidel-Straße 31-33, 46535 Dinslaken",447.0,http://www.st-vinzenz-hospital.de,"Dr.-Otto-Seidel-Straße 31-33, 46535 Dinslaken",51.55896,6.72472
St. Josef Krankenhaus GmbH Moers - Betriebsstätte St. Josef Krankenhaus Moers,"Asberger Str. 4, 47441 Moers",406.0,http://www.st-josef-moers.de,"Asberger Str. 4, 47441 Moers",51.4456362,6.6403923
St. Josef Krankenhaus GmbH Moers - Betriebsstätte St. Nikolaus Hospital,"Orsoyer Str. 55, 47495 Rheinberg",100.0,http://www.st-josef-moers.de,"Orsoyer Str. 55, 47495 Rheinberg",51.5415026,6.608196
Krankenhaus Bethanien für die Grafschaft Moers,"Bethanienstr. 21, 47441 Moers",519.0,http://www.bethanien-moers.de,"Bethanienstr. 21, 47441 Moers",51.46106,6.63421
Marien-Hospital Wesel gGmbH,"Pastor-Janßen-Straße 8-38, 46483 Wesel",424.0,http://www.prohomine.de,"Pastor-Janßen-Straße 8-38, 46483 Wesel",51.6555613,6.611578
Evangelisches Krankenhaus Wesel,"Schermbecker Landstraße  88, 46485 Wesel",356.0,https://evkwesel.de/,"Schermbecker Landstraße  88, 46485 Wesel",51.66002,6.65549
Sankt Josef-Hospital GmbH,"In der Hees 4, 46509 Xanten",160.0,http://www.sankt-josef-hospital.de/,"In der Hees 4, 46509 Xanten",51.6432842,6.4533957
Heilpädagogisch-Psychotherapeutisches Zentrum - Fachklinik für Kinder- und Jugendpsychiatrie und -psychotherapie,"Erfurtweg 28, 42489 Wülfrath",24.0,http://www.bergische-diakonie.de,"Erfurtweg 28, 42489 Wülfrath",51.28634,7.09284
Johanniter-Krankenhaus Rheinhausen GmbH,"Kreuzacker 1-7, 47228 Duisburg",304.0,http://www.johanniter-rheinhausen.de/,"Kreuzacker 1-7, 47228 Duisburg",51.4133311,6.6991756
Kreiskrankenhaus Dormagen (ab Aug. 2019: Rheinland Klinikum Dormagen),"Dr.-Geldmacher-Straße 20, 41540 Dormagen",294.0,https://rheinlandklinikum.de/,"Dr.-Geldmacher-Straße 20, 41540 Dormagen",51.07414,6.80894
CKIP,"Hagelkreuzstr. 37, 40721 Hilden",48.0,http://www.capio-klinik-im-park.de,"Hagelkreuzstr. 37, 40721 Hilden",51.1640319,6.9385459
Johanniter-Tagesklinik Düsseldorf,"Marbacher Str. 79, 40597 Düsseldorf",30.0,http://www.jtk-duesseldorf.de,"Marbacher Str. 79, 40597 Düsseldorf",51.1644,6.8639211
St. Josef Krankenhaus Haan,"Robert-Koch-Straße 16, 42781 Haan",217.0,http://www.kplusgruppe.de,"Robert-Koch-Straße 16, 42781 Haan",51.1990847,7.0213317
Krankenhaus Neuwerk &quot;Maria von den Aposteln&quot; gGmbH,"Dünner Straße 214-216, 41066 Mönchengladbach",310.0,https://www.kh-neuwerk.de,"Dünner Straße 214-216, 41066 Mönchengladbach",51.22443,6.47029
Städtische Kliniken Neuss - Lukaskrankenhaus - GmbH,"Preußenstraße  84, 41464 Neuss",537.0,http://www.lukasneuss.de,"Preußenstraße  84, 41464 Neuss",51.19031,6.67292
Augusta-Krankenhaus,"Amalienstr. 9, 40472 Düsseldorf",200.0,http://www.augusta-duesseldorf.de,"Amalienstr. 9, 40472 Düsseldorf",51.2665093,6.8247428
Krankenhaus Mörsenbroich-Rath GmbH / Marienkankenhaus Kaiserswerth,"An St. Switbert 17, 40489 Düsseldorf",101.0,http://www.marienkrankenhaus-kaiserswerth.de,"An St. Switbert 17, 40489 Düsseldorf",51.3007438,6.7352505
Krankenhaus Elbroich,"Am Falder 6, 40589 Düsseldorf",115.0,http://www.krankenhaus-elbroich.de,"Am Falder 6, 40589 Düsseldorf",51.1746567,6.8247136
St. Vinzenz-Krankenhaus,"Schloßstr. 85, 40477 Düsseldorf",322.0,http://www.vinzenz-duesseldorf.de,"Schloßstr. 85, 40477 Düsseldorf",51.2424,6.79094
Psychosozialer Trägerverein Solingen e.V.,"Eichenstraße 105-109, 42659 Solingen",20.0,http://www.ptv-solingen.de,"Eichenstraße 105-109, 42659 Solingen",51.1526719,7.0895955
Katholisches Klinikum Essen - St. Vincenz Krankenhaus,"Von-Bergmann-Straße 2, 45141 Essen",206.0,https://www.kk-essen.de,"Von-Bergmann-Straße 2, 45141 Essen",51.47493,7.03344
Katholisches Klinikum Essen - Marienhospital Altenessen,"Hospitalstraße 24, 45329 Essen",307.0,https://www.kk-essen.de,"Hospitalstraße 24, 45329 Essen",51.4995885,7.0062487
Katholisches Klinikum Essen - Betriebsteil Philippusstift,"Hülsmannstraße 17, 45355 Essen",477.0,https://www.kk-essen.de,"Hülsmannstraße 17, 45355 Essen",51.4760674,6.949909
Helios Klinikum Niederberg,"Robert-Koch-Straße 2, 42549 Velbert",473.0,https://www.helios-gesundheit.de/kliniken/niederberg/,"Robert-Koch-Straße 2, 42549 Velbert",51.3506097,7.0116907
Katholische Kliniken Ruhrhalbinsel (St. Josef-Krankenhaus Kupferdreh),"Heidbergweg 22-24, 45257 Essen",265.0,http://www.contilia.de,"Heidbergweg 22-24, 45257 Essen",51.39174,7.08568
Katholische Kliniken Ruhrhalbinsel (St. Elisabeth Krankenhaus Niederwenigern),"Essener Str. 31, 45529 Hattingen",178.0,http://contilia.de,"Essener Str. 31, 45529 Hattingen",51.40348,7.13557
Katholische Kliniken Ruhrhalbinsel (Fachklinik Kamillushaus GmbH),"Heidhauser Str. 273, 45239 Essen",30.0,http://www.contilia.de,"Heidhauser Str. 273, 45239 Essen",51.3740586,7.0176387
Luisenkrankenhaus GmbH,"Luise-Rainer-Straße 6-10, 40235 Düsseldorf",20.0,http://www.luisenkrankenhaus.de,"Luise-Rainer-Straße 6-10, 40235 Düsseldorf",51.2340414,6.820747
Alexianer-Klinik Meerbusch GmbH,"Am Eisenbrand 20b/c, 40667 Meerbusch",14.0,,"Am Eisenbrand 20b/c, 40667 Meerbusch",51.24789,6.67438
Rheintor Klinik Städtische Kliniken Neuss - Lukaskrankenhaus - GmbH,"Hafenstraße 68 - 76, 41460 Neuss",18.0,http://www.rheintorklinik.de,"Hafenstraße 68 - 76, 41460 Neuss",51.2022984,6.690364
St. Bernhard-Hospital Kamp-Lintfort GmbH,"Bürgermeister-Schmelzing-Straße 90, 47475 Kamp-Lintfort",356.0,http://www.st-bernhard-hospital.de/startseite.html,"Bürgermeister-Schmelzing-Straße 90, 47475 Kamp-Lintfort",51.4922261,6.5158186
St. Elisabeth-Hospitalgesellschaft Meerbusch-Lank gGmbH,"Hauptstrasse 74, 40668 Meerbusch",88.0,http://www.rrz-meerbusch.de/de/startseite.html,"Hauptstrasse 74, 40668 Meerbusch",51.3053939,6.6774521
Sana Fabricius-Klinik Remscheid GmbH,"Brüderstraße 65, 42853 Remscheid",105.0,http://www.sana-fabricius-remscheid.de,"Brüderstraße 65, 42853 Remscheid",51.1803157,7.180775
Malteser Krankenhaus St. Johannes-Stift,"Johannisstr.  21, 47198 Duisburg",267.0,http://www.malteser-kliniken-rhein-ruhr.de/,"Johannisstr.  21, 47198 Duisburg",51.4531933,6.7103632
Malteser Krankenhaus St. Anna,"Albertus-Magnus Straße  33, 47259 Duisburg",341.0,http://www.malteser-kliniken-rhein-ruhr.de/,"Albertus-Magnus Straße  33, 47259 Duisburg",51.3643421,6.7546015
Uniklinik RWTH Aachen,"Pauwelsstr. 30, 52074 Aachen",1.502,http://www.ukaachen.de/,"Pauwelsstr. 30, 52074 Aachen",50.7768966,6.0433706
Marienhospital Aachen,"Zeise 4, 52066 Aachen",310.0,https://www.marienhospital.de,"Zeise 4, 52066 Aachen",50.76263,6.09448
Franziskushospital Aachen GmbH,"Morillenhang 27, 52074 Aachen",145.0,http://www.franziskushospital.de,"Morillenhang 27, 52074 Aachen",50.7652993,6.06924
Luisenhospital Aachen,"Boxgraben 99, 52064 Aachen",378.0,http://www.luisenhospital.de,"Boxgraben 99, 52064 Aachen",50.76765,6.07675
Alexianer Aachen GmbH,"Alexianergraben 33, 52062 Aachen",260.0,http://www.alexianer-aachen.de,"Alexianergraben 33, 52062 Aachen",50.7721877,6.0816
Universitätsklinikum Bonn,"Venusberg-Campus 1, 53127 Bonn",1.276,http://www.ukbonn.de,"Venusberg-Campus 1, 53127 Bonn",50.7014825,7.1030765
"Gemeinschaftskrankenhaus Bonn gGmbH, Haus St. Elisabeth","Prinz-Albert-Straße 40, 53113 Bonn",209.0,http://www.gk-bonn.de/,"Prinz-Albert-Straße 40, 53113 Bonn",50.7276584,7.103104
"Gemeinschaftskrankenhaus Bonn gGmbH, Haus St. Petrus","Bonner Talweg 4-6, 53113 Bonn",236.0,http://www.gk-bonn.de/,"Bonner Talweg 4-6, 53113 Bonn",50.7289979,7.0982023
Malteser Krankenhaus Seliger Gerhard Bonn/Rhein-Sieg,"Von-Hompesch-Str. 1, 53123 Bonn",381.0,http://www.malteser-krankenhaus-bonn.de,"Von-Hompesch-Str. 1, 53123 Bonn",50.7077,7.0315
GFO Kliniken Bonn - Betriebstätte St. Marien-Hospital,"Robert-Koch-Strasse 1, 53115 Bonn",308.0,http://www.marien-hospital-bonn.de,"Robert-Koch-Strasse 1, 53115 Bonn",50.7171038,7.0938458
GFO Kliniken Bonn - Betriebstätte St. Josef,"Hermannstrasse  37, 53225 Bonn",210.0,http://www.krankenhaus-bonn.de/startseite.html,"Hermannstrasse  37, 53225 Bonn",50.7359589,7.1175917
